"site","Longitude","Latitude","Block","Aluminum.Tag","source_pop","source_ind","ppt_mismatch","Sex","year_t1","tillerN_t0","flowerN_t0","flowerLength1_t0","flowerLength2_t0","flowerLength3_t0","MaxLength_t0","MaxWidth_t0","surv_t1","tillerN_t1","flowerN_t1","flowerLength1_t1","flowerLength2_t1","flowerLength3_t1","MaxLength_t1","MaxWidth_t1"
"llela",-96.9644,33.0692,10,60,"HHC",107,-185.843667664488,"F",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,2,11,"SLR",320,372.126279799632,"M",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,7,41,"LLELA",371,-4.47629969170191,"F",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,12,69,"SSC",87,157.260733655585,"F",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,2,9,"QLP",1,209.036005302451,"F",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,5,30,"HHC",67,-185.843667664488,"M",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,2,12,"QLP",40,209.036005302451,"M",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,14,80,"HHC",142,-185.843667664488,"M",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,10,58,"QLP",5,209.036005302451,"F",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,8,46,"COB",308,272.037717631282,"M",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,12,72,"COB",295,272.037717631282,"M",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,8,47,"LLELA",376,-4.47629969170191,"M",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,8,44,"COB",293,272.037717631282,"F",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,1,1,"SSC",81,157.260733655585,"M",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,6,32,"QLP",215,209.036005302451,"M",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,3,17,"COB",306,272.037717631282,"M",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,2,10,"LAR",350,183.368902965729,"M",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llela",-96.9644,33.0692,12,68,"QLP",211,209.036005302451,"M",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,13,74,"HHC",49,84.62231555381,"F",2015,1,NA,NA,NA,NA,NA,NA,1,6,1,5.2,NA,NA,NA,NA
"Katy",-95.920129,29.920887,1,2,"SLR",314,642.59226301793,"F",2015,2,NA,NA,NA,NA,NA,NA,1,2,1,8,NA,NA,NA,NA
"Katy",-95.920129,29.920887,3,18,"QLP",40,479.501988520749,"M",2015,3,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,7,39,"SSC",87,427.726716873883,"F",2015,5,NA,NA,NA,NA,NA,NA,1,8,4,9.4,8.7,8.3,NA,NA
"Katy",-95.920129,29.920887,3,14,"COB",293,542.50370084958,"F",2015,3,NA,NA,NA,NA,NA,NA,1,8,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,6,32,"QLP",4,479.501988520749,"F",2015,4,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,12,68,"QLP",1,479.501988520749,"F",2015,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,3,16,"QLP",5,479.501988520749,"F",2015,1,NA,NA,NA,NA,NA,NA,1,2,1,8.6,NA,NA,NA,NA
"Katy",-95.920129,29.920887,13,78,"LAR",310,453.834886184027,"M",2015,1,NA,NA,NA,NA,NA,NA,1,4,1,9.3,NA,NA,NA,NA
"Katy",-95.920129,29.920887,6,34,"QLP",38,479.501988520749,"M",2015,3,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,3,17,"COB",363,542.50370084958,"M",2015,2,NA,NA,NA,NA,NA,NA,1,5,1,3.5,NA,NA,NA,NA
"Katy",-95.920129,29.920887,11,61,"LAR",352,453.834886184027,"F",2015,1,NA,NA,NA,NA,NA,NA,1,5,1,4.8,NA,NA,NA,NA
"Katy",-95.920129,29.920887,12,70,"QLP",25,479.501988520749,"M",2015,4,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,10,59,"LLELA",377,265.989683526596,"M",2015,2,NA,NA,NA,NA,NA,NA,1,2,1,5.5,NA,NA,NA,NA
"Katy",-95.920129,29.920887,4,22,"LAR",292,453.834886184027,"F",2015,1,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,1,6,"LLELA",377,265.989683526596,"M",2015,1,NA,NA,NA,NA,NA,NA,1,4,1,9.1,NA,NA,NA,NA
"Katy",-95.920129,29.920887,2,9,"SLR",315,642.59226301793,"F",2015,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,3,13,"SLR",318,642.59226301793,"M",2015,2,NA,NA,NA,NA,NA,NA,1,4,1,9,NA,NA,NA,NA
"Katy",-95.920129,29.920887,3,15,"SLR",316,642.59226301793,"F",2015,4,NA,NA,NA,NA,NA,NA,1,8,2,6.4,8.2,NA,NA,NA
"Katy",-95.920129,29.920887,4,24,"LAR",302,453.834886184027,"M",2015,1,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,1,4,"LAR",353,453.834886184027,"F",2015,3,NA,NA,NA,NA,NA,NA,1,6,1,3.4,NA,NA,NA,NA
"Katy",-95.920129,29.920887,8,45,"LAR",354,453.834886184027,"F",2015,1,NA,NA,NA,NA,NA,NA,1,4,1,7.7,NA,NA,NA,NA
"Katy",-95.920129,29.920887,7,42,"SSC",81,427.726716873883,"M",2015,1,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,2,10,"LLELA",374,265.989683526596,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,7,38,"LAR",292,453.834886184027,"F",2015,3,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,12,71,"COB",366,542.50370084958,"F",2015,2,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,1,3,"CWM",17,509.915057038477,"M",2015,1,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,13,77,"CWM",166,509.915057038477,"M",2015,1,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,10,56,"HHC",107,84.62231555381,"F",2015,2,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,4,21,"CWM",18,509.915057038477,"M",2015,3,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,14,83,"LAR",291,453.834886184027,"M",2015,7,NA,NA,NA,NA,NA,NA,1,8,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,14,81,"LAR",309,453.834886184027,"F",2015,5,NA,NA,NA,NA,NA,NA,1,14,3,4.9,4.6,7,NA,NA
"Katy",-95.920129,29.920887,2,12,"SSC",81,427.726716873883,"M",2015,3,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,1,5,"SSC",81,427.726716873883,"M",2015,6,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,14,84,"CWM",97,509.915057038477,"F",2015,5,NA,NA,NA,NA,NA,NA,1,7,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,9,54,"CWM",15,509.915057038477,"M",2015,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,5,26,"CWM",109,509.915057038477,"F",2015,2,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,9,49,"SSC",81,427.726716873883,"M",2015,2,NA,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,13,76,"HHC",131,84.62231555381,"M",2015,4,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,12,69,"HHC",142,84.62231555381,"M",2015,1,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,7,41,"QLP",215,479.501988520749,"M",2015,3,NA,NA,NA,NA,NA,NA,1,24,1,7.4,NA,NA,NA,NA
"Katy",-95.920129,29.920887,4,23,"LLELA",372,265.989683526596,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,10,58,"QLP",219,479.501988520749,"M",2015,3,NA,NA,NA,NA,NA,NA,1,6,1,5.5,NA,NA,NA,NA
"Katy",-95.920129,29.920887,2,11,"QLP",211,479.501988520749,"M",2015,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,5,29,"LAR",302,453.834886184027,"M",2015,2,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,8,46,"COB",308,542.50370084958,"M",2015,5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,8,44,"SSC",81,427.726716873883,"M",2015,5,NA,NA,NA,NA,NA,NA,1,11,1,9.8,NA,NA,NA,NA
"Katy",-95.920129,29.920887,9,53,"SSC",87,427.726716873883,"F",2015,4,NA,NA,NA,NA,NA,NA,1,9,3,11.3,7.5,7,NA,NA
"Katy",-95.920129,29.920887,2,8,"LAR",352,453.834886184027,"F",2015,4,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,9,51,"CWM",98,509.915057038477,"F",2015,3,NA,NA,NA,NA,NA,NA,1,4,1,9.6,NA,NA,NA,NA
"Katy",-95.920129,29.920887,1,1,"CWM",114,509.915057038477,"F",2015,1,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,10,57,"LAR",358,453.834886184027,"F",2015,3,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,11,62,"COB",365,542.50370084958,"F",2015,7,NA,NA,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,6,36,"COB",367,542.50370084958,"F",2015,2,NA,NA,NA,NA,NA,NA,1,6,1,7.8,NA,NA,NA,NA
"Katy",-95.920129,29.920887,8,47,"LLELA",373,265.989683526596,"M",2015,2,NA,NA,NA,NA,NA,NA,1,3,1,6.6,NA,NA,NA,NA
"Katy",-95.920129,29.920887,6,35,"LLELA",376,265.989683526596,"M",2015,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,13,75,"LAR",296,453.834886184027,"F",2015,3,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,14,80,"HHC",68,84.62231555381,"M",2015,2,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,9,52,"COB",306,542.50370084958,"M",2015,6,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,14,79,"CWM",14,509.915057038477,"M",2015,1,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,8,48,"COB",360,542.50370084958,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,10,60,"HHC",147,84.62231555381,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,7,37,"QLP",12,479.501988520749,"F",2015,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,11,63,"COB",361,542.50370084958,"M",2015,3,NA,NA,NA,NA,NA,NA,1,6,3,7.1,7,6.7,NA,NA
"Katy",-95.920129,29.920887,4,20,"LLELA",377,265.989683526596,"M",2015,2,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,5,27,"LAR",299,453.834886184027,"F",2015,1,NA,NA,NA,NA,NA,NA,1,5,2,6.4,3.9,NA,NA,NA
"Katy",-95.920129,29.920887,10,55,"QLP",3,479.501988520749,"F",2015,3,NA,NA,NA,NA,NA,NA,1,4,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,12,67,"COB",306,542.50370084958,"M",2015,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,12,72,"HHC",59,84.62231555381,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,13,73,"CWM",34,509.915057038477,"F",2015,4,NA,NA,NA,NA,NA,NA,1,3,2,7.2,6.9,NA,NA,NA
"Katy",-95.920129,29.920887,2,7,"QLP",6,479.501988520749,"F",2015,2,NA,NA,NA,NA,NA,NA,1,8,2,11,9.8,NA,NA,NA
"Katy",-95.920129,29.920887,6,31,"LLELA",368,265.989683526596,"F",2015,5,NA,NA,NA,NA,NA,NA,1,6,1,7,NA,NA,NA,NA
"Katy",-95.920129,29.920887,11,64,"HHC",71,84.62231555381,"M",2015,1,NA,NA,NA,NA,NA,NA,1,7,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,4,19,"CWM",110,509.915057038477,"F",2015,4,NA,NA,NA,NA,NA,NA,1,6,3,11,9,4.5,NA,NA
"Katy",-95.920129,29.920887,14,82,"HHC",58,84.62231555381,"F",2015,3,NA,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,5,30,"HHC",67,84.62231555381,"M",2015,3,NA,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,11,65,"LAR",351,453.834886184027,"M",2015,3,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,8,43,"SSC",87,427.726716873883,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,11,66,"HHC",60,84.62231555381,"F",2015,4,NA,NA,NA,NA,NA,NA,1,5,1,9.9,NA,NA,NA,NA
"Katy",-95.920129,29.920887,6,33,"COB",295,542.50370084958,"M",2015,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,9,50,"COB",293,542.50370084958,"F",2015,4,NA,NA,NA,NA,NA,NA,1,23,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,7,40,"LAR",357,453.834886184027,"M",2015,1,NA,NA,NA,NA,NA,NA,1,7,3,5.5,5.1,3.3,NA,NA
"Katy",-95.920129,29.920887,5,25,"HHC",145,84.62231555381,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,5,28,"CWM",121,509.915057038477,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,5,26,"CWM",109,509.915057038477,"F",2016,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,14,82,"HHC",58,84.62231555381,"F",2016,6,0,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA,2,7
"Katy",-95.920129,29.920887,3,17,"COB",363,542.50370084958,"M",2016,5,1,3.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,12,67,"COB",306,542.50370084958,"M",2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,2,7,"QLP",6,479.501988520749,"F",2016,8,2,11,9.8,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,6,36,"COB",367,542.50370084958,"F",2016,6,1,7.8,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,8,46,"COB",308,542.50370084958,"M",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,11,62,"COB",365,542.50370084958,"F",2016,7,2,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,0,1
"Katy",-95.920129,29.920887,11,61,"LAR",352,453.834886184027,"F",2016,5,1,4.8,NA,NA,NA,NA,1,2,0,NA,NA,NA,0,4
"Katy",-95.920129,29.920887,4,19,"CWM",110,509.915057038477,"F",2016,6,3,11,9,4.5,NA,NA,1,3,0,NA,NA,NA,0,14
"Katy",-95.920129,29.920887,6,35,"LLELA",376,265.989683526596,"M",2016,1,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,1,1,"CWM",114,509.915057038477,"F",2016,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,3,18,"QLP",40,479.501988520749,"M",2016,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,9,49,"SSC",81,427.726716873883,"M",2016,6,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,9,53,"SSC",87,427.726716873883,"F",2016,9,3,11.3,7.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,6,34,"QLP",38,479.501988520749,"M",2016,1,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,12,71,"COB",366,542.50370084958,"F",2016,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,14,81,"LAR",309,453.834886184027,"F",2016,14,3,4.9,4.6,7,NA,NA,1,18,0,NA,NA,NA,9,16
"Katy",-95.920129,29.920887,10,58,"QLP",219,479.501988520749,"M",2016,6,1,5.5,NA,NA,NA,NA,1,32,2,9.3,8.1,NA,30,43
"Katy",-95.920129,29.920887,2,9,"SLR",315,642.59226301793,"F",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,8,47,"LLELA",373,265.989683526596,"M",2016,3,1,6.6,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,6,33,"COB",295,542.50370084958,"M",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,2,10,"LLELA",374,265.989683526596,"M",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,10,59,"LLELA",377,265.989683526596,"M",2016,2,1,5.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,13,77,"CWM",166,509.915057038477,"M",2016,2,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,2,12,"SSC",81,427.726716873883,"M",2016,5,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,8,48,"COB",360,542.50370084958,"F",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,3,14,"COB",293,542.50370084958,"F",2016,8,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,2,8,"LAR",352,453.834886184027,"F",2016,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,11,63,"COB",361,542.50370084958,"M",2016,6,3,7.1,7,6.7,NA,NA,1,1,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,14,80,"HHC",68,84.62231555381,"M",2016,4,1,NA,NA,NA,NA,NA,1,16,3,NA,NA,NA,6,17
"Katy",-95.920129,29.920887,1,6,"LLELA",377,265.989683526596,"M",2016,4,1,9.1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,4,23,"LLELA",372,265.989683526596,"F",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,7,38,"LAR",292,453.834886184027,"F",2016,2,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,3,15,"SLR",316,642.59226301793,"F",2016,8,2,6.4,8.2,NA,NA,NA,1,1,NA,NA,NA,NA,0,0
"Katy",-95.920129,29.920887,9,50,"COB",293,542.50370084958,"F",2016,23,0,NA,NA,NA,NA,NA,1,60,3,8.3,4.5,3,11,12
"Katy",-95.920129,29.920887,11,66,"HHC",60,84.62231555381,"F",2016,5,1,9.9,NA,NA,NA,NA,1,5,0,NA,NA,NA,0,0
"Katy",-95.920129,29.920887,10,56,"HHC",107,84.62231555381,"F",2016,3,0,NA,NA,NA,NA,NA,1,23,3,13.3,13.4,NA,15,63
"Katy",-95.920129,29.920887,8,44,"SSC",81,427.726716873883,"M",2016,11,1,9.8,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,1,5,"SSC",81,427.726716873883,"M",2016,3,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,5,30,"HHC",67,84.62231555381,"M",2016,6,0,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,4,18
"Katy",-95.920129,29.920887,11,64,"HHC",71,84.62231555381,"M",2016,7,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,9,51,"CWM",98,509.915057038477,"F",2016,4,1,9.6,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,13,74,"HHC",49,84.62231555381,"F",2016,6,1,5.2,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,12,69,"HHC",142,84.62231555381,"M",2016,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,5,29,"LAR",302,453.834886184027,"M",2016,2,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,10,55,"QLP",3,479.501988520749,"F",2016,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,4,20,"LLELA",377,265.989683526596,"M",2016,2,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,12,70,"QLP",25,479.501988520749,"M",2016,5,0,NA,NA,NA,NA,NA,1,4,0,NA,NA,NA,2,5
"Katy",-95.920129,29.920887,1,3,"CWM",17,509.915057038477,"M",2016,2,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,13,73,"CWM",34,509.915057038477,"F",2016,3,2,7.2,6.9,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,14,79,"CWM",14,509.915057038477,"M",2016,2,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,5,27,"LAR",299,453.834886184027,"F",2016,5,2,6.4,3.9,NA,NA,NA,1,2,0,NA,NA,NA,0,0
"Katy",-95.920129,29.920887,12,68,"QLP",1,479.501988520749,"F",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,1,4,"LAR",353,453.834886184027,"F",2016,6,1,3.4,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,7,39,"SSC",87,427.726716873883,"F",2016,8,4,9.4,8.7,8.3,NA,NA,1,4,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,8,43,"SSC",87,427.726716873883,"F",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,6,32,"QLP",4,479.501988520749,"F",2016,3,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,14,84,"CWM",97,509.915057038477,"F",2016,7,0,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA,0,14
"Katy",-95.920129,29.920887,7,40,"LAR",357,453.834886184027,"M",2016,7,3,5.5,5.1,3.3,NA,NA,1,1,0,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,7,41,"QLP",215,479.501988520749,"M",2016,24,1,7.4,NA,NA,NA,NA,1,17,0,NA,NA,NA,15,15
"Katy",-95.920129,29.920887,10,60,"HHC",147,84.62231555381,"M",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,12,72,"HHC",59,84.62231555381,"F",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,4,24,"LAR",302,453.834886184027,"M",2016,2,0,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,0,5
"Katy",-95.920129,29.920887,5,25,"HHC",145,84.62231555381,"F",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Katy",-95.920129,29.920887,13,78,"LAR",310,453.834886184027,"M",2016,4,1,9.3,NA,NA,NA,NA,1,2,0,NA,NA,NA,0,0
"Katy",-95.920129,29.920887,1,2,"SLR",314,642.59226301793,"F",2016,2,1,8,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
